jahr;straftat_bezeichnung;nationalitaet;verurteilte
2007;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;104184
2007;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;409372
2007;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;513556
2007;Andere Vermögensdelikte;Nichtdeutsch;167064
2007;Andere Vermögensdelikte;Deutsch;751816
2007;Andere Vermögensdelikte;Gesamt;918880
2007;Betrug;Nichtdeutsch;69620
2007;Betrug;Deutsch;373288
2007;Betrug;Gesamt;442908
2007;Diebstahl;Nichtdeutsch;109904
2007;Diebstahl;Deutsch;370616
2007;Diebstahl;Gesamt;480520
2007;Diebstahl und Unterschlagung;Nichtdeutsch;142664
2007;Diebstahl und Unterschlagung;Deutsch;487696
2007;Diebstahl und Unterschlagung;Gesamt;630360
2007;Gefährliche und schwere Körperverletzung;Nichtdeutsch;29660
2007;Gefährliche und schwere Körperverletzung;Deutsch;103572
2007;Gefährliche und schwere Körperverletzung;Gesamt;133232
2007;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3304
2007;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;22808
2007;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;26112
2007;Körperverletzung;Nichtdeutsch;40992
2007;Körperverletzung;Deutsch;160248
2007;Körperverletzung;Gesamt;201240
2007;Mord und Totschlag;Nichtdeutsch;896
2007;Mord und Totschlag;Deutsch;1892
2007;Mord und Totschlag;Gesamt;2788
2007;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;12628
2007;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;32584
2007;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;45212
2007;Schwerer Diebstahl;Nichtdeutsch;31892
2007;Schwerer Diebstahl;Deutsch;76180
2007;Schwerer Diebstahl;Gesamt;108072
2007;Sexueller Missbrauch von Kindern;Nichtdeutsch;1048
2007;Sexueller Missbrauch von Kindern;Deutsch;8888
2007;Sexueller Missbrauch von Kindern;Gesamt;9936
2007;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17532
2007;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;87468
2007;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;105000
2007;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5456
2007;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;29872
2007;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;35328
2007;Straftaten im Straßenverkehr;Nichtdeutsch;133816
2007;Straftaten im Straßenverkehr;Deutsch;713568
2007;Straftaten im Straßenverkehr;Gesamt;847384
2007;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;86692
2007;Straftaten im Straßenverkehr nach dem StGB;Deutsch;560868
2007;Straftaten im Straßenverkehr nach dem StGB;Gesamt;647560
2007;Straftaten insgesamt;Nichtdeutsch;735504
2007;Straftaten insgesamt;Deutsch;2855020
2007;Straftaten insgesamt;Gesamt;3590524
2007;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;148856
2007;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;319836
2007;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;468692
2007;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;47284
2007;Straftaten nach dem Aufenthaltsgesetz;Deutsch;3584
2007;Straftaten nach dem Aufenthaltsgesetz;Gesamt;50868
2007;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47704
2007;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;180760
2007;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;228464
2007;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;452832
2007;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1821616
2007;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2274448
2007;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;47124
2007;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;152700
2007;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;199824
2007;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;601688
2007;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;2141452
2007;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2743140
2007;Urkundenfälschung;Nichtdeutsch;29736
2007;Urkundenfälschung;Deutsch;51448
2007;Urkundenfälschung;Gesamt;81184
2007;Vergewaltigung;Nichtdeutsch;1088
2007;Vergewaltigung;Deutsch;2544
2007;Vergewaltigung;Gesamt;3632
2007;Verletzung der Unterhaltspflicht;Nichtdeutsch;1608
2007;Verletzung der Unterhaltspflicht;Deutsch;11368
2007;Verletzung der Unterhaltspflicht;Gesamt;12976
2008;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;103168
2008;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;413512
2008;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;516680
2008;Andere Vermögensdelikte;Nichtdeutsch;158372
2008;Andere Vermögensdelikte;Deutsch;724656
2008;Andere Vermögensdelikte;Gesamt;883028
2008;Betrug;Nichtdeutsch;66948
2008;Betrug;Deutsch;355260
2008;Betrug;Gesamt;422208
2008;Diebstahl;Nichtdeutsch;103308
2008;Diebstahl;Deutsch;360320
2008;Diebstahl;Gesamt;463628
2008;Diebstahl und Unterschlagung;Nichtdeutsch;134744
2008;Diebstahl und Unterschlagung;Deutsch;474440
2008;Diebstahl und Unterschlagung;Gesamt;609184
2008;Gefährliche und schwere Körperverletzung;Nichtdeutsch;29028
2008;Gefährliche und schwere Körperverletzung;Deutsch;106888
2008;Gefährliche und schwere Körperverletzung;Gesamt;135916
2008;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3232
2008;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;21016
2008;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;24248
2008;Körperverletzung;Nichtdeutsch;40856
2008;Körperverletzung;Deutsch;161112
2008;Körperverletzung;Gesamt;201968
2008;Mord und Totschlag;Nichtdeutsch;812
2008;Mord und Totschlag;Deutsch;1780
2008;Mord und Totschlag;Gesamt;2592
2008;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11620
2008;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;31740
2008;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;43360
2008;Schwerer Diebstahl;Nichtdeutsch;26012
2008;Schwerer Diebstahl;Deutsch;80436
2008;Schwerer Diebstahl;Gesamt;106448
2008;Sexueller Missbrauch von Kindern;Nichtdeutsch;948
2008;Sexueller Missbrauch von Kindern;Deutsch;8940
2008;Sexueller Missbrauch von Kindern;Gesamt;9888
2008;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17024
2008;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;87316
2008;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;104340
2008;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4852
2008;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;31624
2008;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;36476
2008;Straftaten im Straßenverkehr;Nichtdeutsch;127208
2008;Straftaten im Straßenverkehr;Deutsch;692560
2008;Straftaten im Straßenverkehr;Gesamt;819768
2008;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;82396
2008;Straftaten im Straßenverkehr nach dem StGB;Deutsch;537848
2008;Straftaten im Straßenverkehr nach dem StGB;Gesamt;620244
2008;Straftaten insgesamt;Nichtdeutsch;694568
2008;Straftaten insgesamt;Deutsch;2804196
2008;Straftaten insgesamt;Gesamt;3498764
2008;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;134348
2008;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;327332
2008;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;461680
2008;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;34620
2008;Straftaten nach dem Aufenthaltsgesetz;Deutsch;2916
2008;Straftaten nach dem Aufenthaltsgesetz;Gesamt;37536
2008;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;49792
2008;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;195232
2008;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;245024
2008;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;433012
2008;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1784304
2008;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2217316
2008;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;44812
2008;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;154712
2008;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;199524
2008;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;567360
2008;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;2111636
2008;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2678996
2008;Urkundenfälschung;Nichtdeutsch;25600
2008;Urkundenfälschung;Deutsch;49560
2008;Urkundenfälschung;Gesamt;75160
2008;Vergewaltigung;Nichtdeutsch;1012
2008;Vergewaltigung;Deutsch;2336
2008;Vergewaltigung;Gesamt;3348
2008;Verletzung der Unterhaltspflicht;Nichtdeutsch;1420
2008;Verletzung der Unterhaltspflicht;Deutsch;10028
2008;Verletzung der Unterhaltspflicht;Gesamt;11448
2009;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;102544
2009;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;411260
2009;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;513804
2009;Andere Vermögensdelikte;Nichtdeutsch;160544
2009;Andere Vermögensdelikte;Deutsch;716968
2009;Andere Vermögensdelikte;Gesamt;877512
2009;Betrug;Nichtdeutsch;67616
2009;Betrug;Deutsch;338856
2009;Betrug;Gesamt;406472
2009;Diebstahl;Nichtdeutsch;104184
2009;Diebstahl;Deutsch;350204
2009;Diebstahl;Gesamt;454388
2009;Diebstahl und Unterschlagung;Nichtdeutsch;135884
2009;Diebstahl und Unterschlagung;Deutsch;460856
2009;Diebstahl und Unterschlagung;Gesamt;596740
2009;Gefährliche und schwere Körperverletzung;Nichtdeutsch;28800
2009;Gefährliche und schwere Körperverletzung;Deutsch;102740
2009;Gefährliche und schwere Körperverletzung;Gesamt;131540
2009;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3248
2009;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;19468
2009;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;22716
2009;Körperverletzung;Nichtdeutsch;40836
2009;Körperverletzung;Deutsch;163428
2009;Körperverletzung;Gesamt;204264
2009;Mord und Totschlag;Nichtdeutsch;712
2009;Mord und Totschlag;Deutsch;1696
2009;Mord und Totschlag;Gesamt;2408
2009;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;10752
2009;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;31436
2009;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;42188
2009;Schwerer Diebstahl;Nichtdeutsch;26020
2009;Schwerer Diebstahl;Deutsch;79504
2009;Schwerer Diebstahl;Gesamt;105524
2009;Sexueller Missbrauch von Kindern;Nichtdeutsch;864
2009;Sexueller Missbrauch von Kindern;Deutsch;8104
2009;Sexueller Missbrauch von Kindern;Gesamt;8968
2009;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17300
2009;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;86228
2009;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;103528
2009;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4520
2009;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;28004
2009;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;32524
2009;Straftaten im Straßenverkehr;Nichtdeutsch;121340
2009;Straftaten im Straßenverkehr;Deutsch;632252
2009;Straftaten im Straßenverkehr;Gesamt;753592
2009;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;78164
2009;Straftaten im Straßenverkehr nach dem StGB;Deutsch;489100
2009;Straftaten im Straßenverkehr nach dem StGB;Gesamt;567264
2009;Straftaten insgesamt;Nichtdeutsch;677260
2009;Straftaten insgesamt;Deutsch;2700820
2009;Straftaten insgesamt;Gesamt;3378080
2009;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;121128
2009;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;314348
2009;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;435476
2009;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;29832
2009;Straftaten nach dem Aufenthaltsgesetz;Deutsch;1836
2009;Straftaten nach dem Aufenthaltsgesetz;Gesamt;31668
2009;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47332
2009;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;190396
2009;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;237728
2009;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;434792
2009;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1754220
2009;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2189012
2009;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;43176
2009;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;143152
2009;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;186328
2009;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;555920
2009;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;2068568
2009;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2624488
2009;Urkundenfälschung;Nichtdeutsch;22252
2009;Urkundenfälschung;Deutsch;48704
2009;Urkundenfälschung;Gesamt;70956
2009;Vergewaltigung;Nichtdeutsch;924
2009;Vergewaltigung;Deutsch;1884
2009;Vergewaltigung;Gesamt;2808
2009;Verletzung der Unterhaltspflicht;Nichtdeutsch;1296
2009;Verletzung der Unterhaltspflicht;Deutsch;9308
2009;Verletzung der Unterhaltspflicht;Gesamt;10604
2010;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;98356
2010;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;393372
2010;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;491728
2010;Andere Vermögensdelikte;Nichtdeutsch;166412
2010;Andere Vermögensdelikte;Deutsch;716412
2010;Andere Vermögensdelikte;Gesamt;882824
2010;Betrug;Nichtdeutsch;69484
2010;Betrug;Deutsch;333288
2010;Betrug;Gesamt;402772
2010;Diebstahl;Nichtdeutsch;111320
2010;Diebstahl;Deutsch;329572
2010;Diebstahl;Gesamt;440892
2010;Diebstahl und Unterschlagung;Nichtdeutsch;145096
2010;Diebstahl und Unterschlagung;Deutsch;433296
2010;Diebstahl und Unterschlagung;Gesamt;578392
2010;Gefährliche und schwere Körperverletzung;Nichtdeutsch;25540
2010;Gefährliche und schwere Körperverletzung;Deutsch;93968
2010;Gefährliche und schwere Körperverletzung;Gesamt;119508
2010;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;2796
2010;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;17940
2010;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;20736
2010;Körperverletzung;Nichtdeutsch;40588
2010;Körperverletzung;Deutsch;156044
2010;Körperverletzung;Gesamt;196632
2010;Mord und Totschlag;Nichtdeutsch;720
2010;Mord und Totschlag;Deutsch;1748
2010;Mord und Totschlag;Gesamt;2468
2010;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11340
2010;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;30288
2010;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;41628
2010;Schwerer Diebstahl;Nichtdeutsch;28256
2010;Schwerer Diebstahl;Deutsch;74536
2010;Schwerer Diebstahl;Gesamt;102792
2010;Sexueller Missbrauch von Kindern;Nichtdeutsch;816
2010;Sexueller Missbrauch von Kindern;Deutsch;7924
2010;Sexueller Missbrauch von Kindern;Gesamt;8740
2010;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17196
2010;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;82604
2010;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;99800
2010;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4372
2010;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;26092
2010;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;30464
2010;Straftaten im Straßenverkehr;Nichtdeutsch;118056
2010;Straftaten im Straßenverkehr;Deutsch;580176
2010;Straftaten im Straßenverkehr;Gesamt;698232
2010;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;75580
2010;Straftaten im Straßenverkehr nach dem StGB;Deutsch;447256
2010;Straftaten im Straßenverkehr nach dem StGB;Gesamt;522836
2010;Straftaten insgesamt;Nichtdeutsch;678668
2010;Straftaten insgesamt;Deutsch;2574396
2010;Straftaten insgesamt;Gesamt;3253064
2010;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;115044
2010;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;294216
2010;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;409260
2010;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;27568
2010;Straftaten nach dem Aufenthaltsgesetz;Deutsch;1256
2010;Straftaten nach dem Aufenthaltsgesetz;Gesamt;28824
2010;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;45320
2010;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;176244
2010;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;221564
2010;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;445568
2010;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1700004
2010;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2145572
2010;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;42476
2010;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;132920
2010;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;175396
2010;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;560612
2010;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1994220
2010;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2554832
2010;Urkundenfälschung;Nichtdeutsch;22528
2010;Urkundenfälschung;Deutsch;47152
2010;Urkundenfälschung;Gesamt;69680
2010;Vergewaltigung;Nichtdeutsch;776
2010;Vergewaltigung;Deutsch;1896
2010;Vergewaltigung;Gesamt;2672
2010;Verletzung der Unterhaltspflicht;Nichtdeutsch;1148
2010;Verletzung der Unterhaltspflicht;Deutsch;8180
2010;Verletzung der Unterhaltspflicht;Gesamt;9328
2011;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;100904
2011;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;382076
2011;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;482980
2011;Andere Vermögensdelikte;Nichtdeutsch;174576
2011;Andere Vermögensdelikte;Deutsch;705892
2011;Andere Vermögensdelikte;Gesamt;880468
2011;Betrug;Nichtdeutsch;72728
2011;Betrug;Deutsch;323440
2011;Betrug;Gesamt;396168
2011;Diebstahl;Nichtdeutsch;120268
2011;Diebstahl;Deutsch;323460
2011;Diebstahl;Gesamt;443728
2011;Diebstahl und Unterschlagung;Nichtdeutsch;156360
2011;Diebstahl und Unterschlagung;Deutsch;433804
2011;Diebstahl und Unterschlagung;Gesamt;590164
2011;Gefährliche und schwere Körperverletzung;Nichtdeutsch;26044
2011;Gefährliche und schwere Körperverletzung;Deutsch;87444
2011;Gefährliche und schwere Körperverletzung;Gesamt;113488
2011;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3040
2011;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;16108
2011;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;19148
2011;Körperverletzung;Nichtdeutsch;40492
2011;Körperverletzung;Deutsch;153568
2011;Körperverletzung;Gesamt;194060
2011;Mord und Totschlag;Nichtdeutsch;748
2011;Mord und Totschlag;Deutsch;1532
2011;Mord und Totschlag;Gesamt;2280
2011;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11228
2011;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;29504
2011;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;40732
2011;Schwerer Diebstahl;Nichtdeutsch;30636
2011;Schwerer Diebstahl;Deutsch;70556
2011;Schwerer Diebstahl;Gesamt;101192
2011;Sexueller Missbrauch von Kindern;Nichtdeutsch;900
2011;Sexueller Missbrauch von Kindern;Deutsch;7648
2011;Sexueller Missbrauch von Kindern;Gesamt;8548
2011;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17800
2011;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;78584
2011;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;96384
2011;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4644
2011;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;22824
2011;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;27468
2011;Straftaten im Straßenverkehr;Nichtdeutsch;122616
2011;Straftaten im Straßenverkehr;Deutsch;566188
2011;Straftaten im Straßenverkehr;Gesamt;688804
2011;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;78752
2011;Straftaten im Straßenverkehr nach dem StGB;Deutsch;433364
2011;Straftaten im Straßenverkehr nach dem StGB;Gesamt;512116
2011;Straftaten insgesamt;Nichtdeutsch;710300
2011;Straftaten insgesamt;Deutsch;2520960
2011;Straftaten insgesamt;Gesamt;3231260
2011;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;119132
2011;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;298360
2011;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;417492
2011;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;29156
2011;Straftaten nach dem Aufenthaltsgesetz;Deutsch;1028
2011;Straftaten nach dem Aufenthaltsgesetz;Gesamt;30184
2011;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;44288
2011;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;177276
2011;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;221564
2011;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;468552
2011;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1656412
2011;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2124964
2011;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;43864
2011;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;132824
2011;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;176688
2011;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;587684
2011;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1954772
2011;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2542456
2011;Urkundenfälschung;Nichtdeutsch;22764
2011;Urkundenfälschung;Deutsch;47396
2011;Urkundenfälschung;Gesamt;70160
2011;Vergewaltigung;Nichtdeutsch;816
2011;Vergewaltigung;Deutsch;1492
2011;Vergewaltigung;Gesamt;2308
2011;Verletzung der Unterhaltspflicht;Nichtdeutsch;1204
2011;Verletzung der Unterhaltspflicht;Deutsch;7240
2011;Verletzung der Unterhaltspflicht;Gesamt;8444
2012;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;99072
2012;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;369324
2012;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;468396
2012;Andere Vermögensdelikte;Nichtdeutsch;170268
2012;Andere Vermögensdelikte;Deutsch;653064
2012;Andere Vermögensdelikte;Gesamt;823332
2012;Betrug;Nichtdeutsch;67312
2012;Betrug;Deutsch;290316
2012;Betrug;Gesamt;357628
2012;Diebstahl;Nichtdeutsch;123196
2012;Diebstahl;Deutsch;299328
2012;Diebstahl;Gesamt;422524
2012;Diebstahl und Unterschlagung;Nichtdeutsch;162384
2012;Diebstahl und Unterschlagung;Deutsch;393496
2012;Diebstahl und Unterschlagung;Gesamt;555880
2012;Gefährliche und schwere Körperverletzung;Nichtdeutsch;25152
2012;Gefährliche und schwere Körperverletzung;Deutsch;77964
2012;Gefährliche und schwere Körperverletzung;Gesamt;103116
2012;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;2984
2012;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;15316
2012;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;18300
2012;Körperverletzung;Nichtdeutsch;40092
2012;Körperverletzung;Deutsch;149284
2012;Körperverletzung;Gesamt;189376
2012;Mord und Totschlag;Nichtdeutsch;636
2012;Mord und Totschlag;Deutsch;1596
2012;Mord und Totschlag;Gesamt;2232
2012;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11460
2012;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;26952
2012;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;38412
2012;Schwerer Diebstahl;Nichtdeutsch;33624
2012;Schwerer Diebstahl;Deutsch;67964
2012;Schwerer Diebstahl;Gesamt;101588
2012;Sexueller Missbrauch von Kindern;Nichtdeutsch;920
2012;Sexueller Missbrauch von Kindern;Deutsch;7648
2012;Sexueller Missbrauch von Kindern;Gesamt;8568
2012;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17580
2012;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;75180
2012;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;92760
2012;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4604
2012;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;23548
2012;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;28152
2012;Straftaten im Straßenverkehr;Nichtdeutsch;124352
2012;Straftaten im Straßenverkehr;Deutsch;542400
2012;Straftaten im Straßenverkehr;Gesamt;666752
2012;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;79852
2012;Straftaten im Straßenverkehr nach dem StGB;Deutsch;414360
2012;Straftaten im Straßenverkehr nach dem StGB;Gesamt;494212
2012;Straftaten insgesamt;Nichtdeutsch;707768
2012;Straftaten insgesamt;Deutsch;2387836
2012;Straftaten insgesamt;Gesamt;3095604
2012;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;115064
2012;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;288556
2012;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;403620
2012;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;28792
2012;Straftaten nach dem Aufenthaltsgesetz;Deutsch;852
2012;Straftaten nach dem Aufenthaltsgesetz;Gesamt;29644
2012;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;43088
2012;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;171088
2012;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;214176
